CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
05/21/2018,16:02,BROOKLYN,11234,40.613235,-73.92335,"(40.613235, -73.92335)",EAST 53 STREET                  ,AVENUE S,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3907024,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
05/25/2018,14:46,BROOKLYN,11234,40.63039,-73.93006,"(40.63039, -73.93006)",AVENUE I                        ,EAST 48 STREET,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3908189,Station Wagon/Sport Utility Vehicle,Sedan,,,
06/06/2018,23:00,BROOKLYN,11234,40.617203,-73.917015,"(40.617203, -73.917015)",RALPH AVENUE                    ,AVENUE O,,3,0,0,0,0,0,3,0,Failure to Yield Right-of-Way,Unspecified,,,,3923894,Sedan,Sedan,,,
06/06/2018,6:00,BROOKLYN,11234,40.62819,-73.91489,"(40.62819, -73.91489)",,,1092      BERGEN AVENUE                 ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3923635,Sedan,Sedan,,,
06/06/2018,14:53,BROOKLYN,11234,40.625824,-73.92747,"(40.625824, -73.92747)",,,5000      AVENUE K                      ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3919867,Pick-up Truck,Sedan,,,
05/31/2018,13:40,BROOKLYN,11234,40.6009,-73.912704,"(40.6009, -73.912704)",,,2875      FLATBUSH AVENUE               ,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3914364,Sedan,Sedan,,,
05/31/2018,19:40,BROOKLYN,11234,40.613117,-73.925255,"(40.613117, -73.925255)",AVENUE S                        ,EAST 51 STREET,,6,0,0,0,0,0,6,0,Failure to Yield Right-of-Way,Unspecified,,,,3912408,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
05/30/2018,16:25,BROOKLYN,11234,40.622093,-73.937515,"(40.622093, -73.937515)",KINGS HIGHWAY                   ,RYDER STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3911381,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
05/19/2018,13:45,BROOKLYN,11234,40.618484,-73.913506,"(40.618484, -73.913506)",EAST 65 STREET                  ,AVENUE T,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3905227,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
06/03/2018,15:55,BROOKLYN,11234,40.628166,-73.92787,"(40.628166, -73.92787)",AVENUE J                        ,UTICA AVENUE,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,3914356,Sedan,Station Wagon/Sport Utility Vehicle,,,
05/24/2018,20:30,BROOKLYN,11234,40.607635,-73.92159,"(40.607635, -73.92159)",AVENUE V                        ,HENDRICKSON STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3908178,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
06/03/2018,20:09,BROOKLYN,11234,40.61542,-73.921684,"(40.61542, -73.921684)",,,1692      EAST 55 STREET                ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3920822,Sedan,,,,
05/24/2018,17:20,BROOKLYN,11234,40.62788,-73.93251,"(40.62788, -73.93251)",KINGS HIGHWAY                   ,AVENUE J,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3910556,Station Wagon/Sport Utility Vehicle,Sedan,,,
06/09/2018,3:50,BROOKLYN,11234,40.601467,-73.91335,"(40.601467, -73.91335)",,,2844      FLATBUSH AVENUE               ,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3921261,Sedan,Sedan,,,
05/29/2018,11:00,BROOKLYN,11234,40.635258,-73.92745,"(40.635258, -73.92745)",KINGS HIGHWAY                   ,GLENWOOD ROAD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3911270,Sedan,Sedan,,,
06/10/2018,1:20,BROOKLYN,11234,40.632847,-73.928375,"(40.632847, -73.928375)",UTICA AVENUE                    ,AVENUE H,,5,0,0,0,0,0,5,0,Traffic Control Disregarded,Unspecified,,,,3923647,Station Wagon/Sport Utility Vehicle,Sedan,,,
06/07/2018,12:05,BROOKLYN,11234,40.620884,-73.90738,"(40.620884, -73.90738)",,,2065      EAST 72 STREET                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3916766,Sedan,Sedan,,,
05/29/2018,13:30,BROOKLYN,11234,40.583878,-73.8935,"(40.583878, -73.8935)",,,1         AVIATION ROAD                 ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4026232,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
06/07/2018,12:30,BROOKLYN,11234,40.632095,-73.91861,"(40.632095, -73.91861)",RALPH AVENUE                    ,FLATLANDS AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3916479,Station Wagon/Sport Utility Vehicle,Pick-up Truck,,,
06/11/2018,14:50,BROOKLYN,11234,40.60981,-73.92251,"(40.60981, -73.92251)",AVENUE U                        ,FLATBUSH AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3921258,Sedan,,,,
05/26/2018,21:53,BROOKLYN,11234,40.632908,-73.92736,"(40.632908, -73.92736)",EAST 51 STREET                  ,AVENUE H,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3910572,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
06/08/2018,16:46,BROOKLYN,11234,40.619545,-73.91727,"(40.619545, -73.91727)",RALPH AVENUE                    ,AVENUE N,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3920825,Station Wagon/Sport Utility Vehicle,Pick-up Truck,,,
05/20/2018,17:42,BROOKLYN,11234,40.634483,-73.91886,"(40.634483, -73.91886)",RALPH AVENUE                    ,GLENWOOD ROAD,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3905234,Station Wagon/Sport Utility Vehicle,Sedan,,,
06/01/2018,8:15,BROOKLYN,11234,40.61906,-73.9126,"(40.61906, -73.9126)",,,6616      AVENUE T                      ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3914339,Sedan,Station Wagon/Sport Utility Vehicle,,,
05/25/2018,16:05,BROOKLYN,11234,40.626305,-73.919945,"(40.626305, -73.919945)",AVENUE K                        ,EAST 58 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3910539,Station Wagon/Sport Utility Vehicle,,,,
05/30/2018,16:37,BROOKLYN,11234,40.629383,-73.92902,"(40.629383, -73.92902)",,,1300      EAST 49 STREET                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3911272,Sedan,Sedan,,,
05/24/2018,11:47,BROOKLYN,11234,40.634007,-73.919586,"(40.634007, -73.919586)",,,5912      GLENWOOD ROAD                 ,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3908181,Station Wagon/Sport Utility Vehicle,Sedan,,,
06/01/2018,8:30,BROOKLYN,11234,40.614037,-73.903465,"(40.614037, -73.903465)",EAST 69 STREET                  ,AVENUE X,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3914336,Sedan,,,,
05/22/2018,10:20,BROOKLYN,11234,40.60981,-73.92251,"(40.60981, -73.92251)",FLATBUSH AVENUE                 ,AVENUE U,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3906078,Sedan,Station Wagon/Sport Utility Vehicle,,,
06/11/2018,12:26,BROOKLYN,11234,40.61593,-73.91312,"(40.61593, -73.91312)",EAST 63 STREET                  ,AVENUE U,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Passing Too Closely,,,,3924688,Sedan,Pick-up Truck,,,
05/30/2018,18:20,BROOKLYN,11234,40.6186,-73.93503,"(40.6186, -73.93503)",AVENUE P                        ,COLEMAN STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,3911382,Sedan,Sedan,,,
06/02/2018,13:30,BROOKLYN,11234,40.62167,-73.93588,"(40.62167, -73.93588)",,,1970      FLATBUSH AVENUE               ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3914337,Station Wagon/Sport Utility Vehicle,Sedan,,,
05/19/2018,21:05,BROOKLYN,11234,40.6224,-73.936646,"(40.6224, -73.936646)",FLATBUSH AVENUE                 ,KINGS HIGHWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3905219,Tractor Truck Diesel,Station Wagon/Sport Utility Vehicle,,,
05/30/2018,12:00,BROOKLYN,11234,40.621082,-73.93172,"(40.621082, -73.93172)",,,4517      AVENUE M                      ,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3911265,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
05/31/2018,6:16,BROOKLYN,11234,40.62144,-73.93561,"(40.62144, -73.93561)",,,1983      FLATBUSH AVENUE               ,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3911383,Station Wagon/Sport Utility Vehicle,Sedan,,,
05/25/2018,14:20,BROOKLYN,11234,40.61368,-73.911934,"(40.61368, -73.911934)",STRICKLAND AVENUE               ,MILL AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,Unspecified,,,3910344,Station Wagon/Sport Utility Vehicle,Bus,Sedan,,
06/10/2018,12:20,BROOKLYN,11234,40.62607,-73.91796,"(40.62607, -73.91796)",,,2102      RALPH AVENUE                  ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3918602,Sedan,Taxi,,,
05/27/2018,13:10,BROOKLYN,11234,40.622982,-73.917625,"(40.622982, -73.917625)",,,2259      RALPH AVENUE                  ,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3911269,Pick-up Truck,Station Wagon/Sport Utility Vehicle,,,
06/10/2018,22:17,BROOKLYN,11234,40.627987,-73.93078,"(40.627987, -73.93078)",SCHENECTADY AVENUE              ,AVENUE J,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3935246,Sedan,Station Wagon/Sport Utility Vehicle,,,
06/09/2018,6:40,BROOKLYN,11234,40.641186,-73.91956,"(40.641186, -73.91956)",RALPH AVENUE                    ,PRESTON COURT,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3921259,Sedan,Sedan,,,
05/26/2018,13:30,BROOKLYN,11234,40.6094,-73.9319,"(40.6094, -73.9319)",,,3517      AVENUE S                      ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3910575,Sedan,Station Wagon/Sport Utility Vehicle,,,
05/29/2018,18:30,BROOKLYN,11234,40.608444,-73.92466,"(40.608444, -73.92466)",,,4012      AVENUE U                      ,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3911267,Dump,Sedan,,,
06/09/2018,18:30,BROOKLYN,11234,40.620483,-73.931885,"(40.620483, -73.931885)",,,1633      EAST 45 STREET                ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3920670,Sedan,Sedan,,,
05/20/2018,17:30,BROOKLYN,11234,40.60834,-73.93352,"(40.60834, -73.93352)",EAST 33 STREET                  ,AVENUE S,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3905228,Sedan,Sedan,,,
05/24/2018,19:08,BROOKLYN,11234,40.618904,-73.92771,"(40.618904, -73.92771)",,,4905      AVENUE N                      ,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3910574,Sedan,Sedan,,,
05/26/2018,0:01,BROOKLYN,11234,40.630688,-73.92521,"(40.630688, -73.92521)",EAST 53 STREET                  ,AVENUE I,,1,0,0,0,0,0,1,0,Failure to Keep Right,Unspecified,,,,3911380,Sedan,Sedan,,,
06/10/2018,1:11,BROOKLYN,11234,40.59657,-73.90794,"(40.59657, -73.90794)",SHORE PARKWAY                   ,FLATBUSH AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3921260,Sedan,Sedan,,,
05/29/2018,15:00,BROOKLYN,11234,40.608807,-73.924126,"(40.608807, -73.924126)",COLEMAN STREET                  ,AVENUE U,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3915829,Station Wagon/Sport Utility Vehicle,,,,
06/02/2018,15:13,BROOKLYN,11234,40.61466,-73.92351,"(40.61466, -73.92351)",EAST 53 STREET                  ,FILLMORE AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3915845,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,,
06/08/2018,16:35,BROOKLYN,11234,40.61907,-73.93432,"(40.61907, -73.93432)",HENDRICKSON STREET              ,AVENUE P,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3918597,Station Wagon/Sport Utility Vehicle,Sedan,,,
05/23/2018,21:50,BROOKLYN,11234,40.607178,-73.92231,"(40.607178, -73.92231)",COLEMAN STREET                  ,AVENUE V,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3908175,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
06/05/2018,8:51,BROOKLYN,11234,40.61497,-73.92844,"(40.61497, -73.92844)",FLATBUSH AVENUE                 ,EAST 48 STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3915827,Station Wagon/Sport Utility Vehicle,Sedan,,,
05/20/2018,12:35,BROOKLYN,11234,40.61859,-73.94242,"(40.61859, -73.94242)",KINGS HIGHWAY                   ,NEW YORK AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3905223,Sedan,Station Wagon/Sport Utility Vehicle,,,
06/08/2018,17:00,BROOKLYN,11234,40.613308,-73.937836,"(40.613308, -73.937836)",,,1732      EAST 34 STREET                ,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3920823,Station Wagon/Sport Utility Vehicle,Sedan,,,
06/06/2018,16:08,BROOKLYN,11234,40.620716,-73.93616,"(40.620716, -73.93616)",HENDRICKSON STREET              ,FLATLANDS AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3919842,Sedan,Sedan,,,
05/19/2018,11:07,BROOKLYN,11234,40.60981,-73.92251,"(40.60981, -73.92251)",FLATBUSH AVENUE                 ,AVENUE U,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3906365,Station Wagon/Sport Utility Vehicle,,,,
06/08/2018,15:07,BROOKLYN,11234,40.59657,-73.90794,"(40.59657, -73.90794)",SHORE PARKWAY                   ,FLATBUSH AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3928926,Sedan,Sedan,,,
06/06/2018,21:14,BROOKLYN,11234,40.62636,-73.91901,"(40.62636, -73.91901)",EAST 59 STREET                  ,AVENUE K,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3919840,Sedan,Sedan,,,
06/06/2018,15:00,BROOKLYN,11234,40.611603,-73.91971,"(40.611603, -73.91971)",EAST 55 STREET                  ,AVENUE U,,0,0,0,0,0,0,0,0,Passenger Distraction,Unspecified,,,,3919846,Sedan,Sedan,,,
05/29/2018,19:43,BROOKLYN,11234,40.635185,-73.92862,"(40.635185, -73.92862)",UTICA AVENUE                    ,GLENWOOD ROAD,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3912404,Sedan,Bus,,,
05/25/2018,14:30,BROOKLYN,11234,40.635185,-73.92862,"(40.635185, -73.92862)",GLENWOOD ROAD                   ,UTICA AVENUE,,1,0,0,0,0,0,1,0,Unspecified,,,,,3908187,Sedan,,,,
05/30/2018,16:45,BROOKLYN,11234,40.6224,-73.936646,"(40.6224, -73.936646)",KINGS HIGHWAY                   ,FLATBUSH AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3928921,Sedan,Sedan,,,
06/07/2018,21:00,BROOKLYN,11234,40.61116,-73.92042,"(40.61116, -73.92042)",AVENUE U                        ,EAST 54 STREET,,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,3923656,Station Wagon/Sport Utility Vehicle,Pick-up Truck,,,
06/01/2018,14:10,BROOKLYN,11234,40.619377,-73.91985,"(40.619377, -73.91985)",,,5722      AVENUE N                      ,1,0,1,0,0,0,0,0,Unspecified,,,,,3923645,Box Truck,,,,
06/04/2018,21:19,BROOKLYN,11234,40.633026,-73.92546,"(40.633026, -73.92546)",EAST 53 STREET                  ,AVENUE H,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3914517,Station Wagon/Sport Utility Vehicle,,,,
06/01/2018,9:35,BROOKLYN,11234,40.633026,-73.92546,"(40.633026, -73.92546)",EAST 53 STREET                  ,AVENUE H,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3914355,Station Wagon/Sport Utility Vehicle,,,,
05/16/2018,13:20,BROOKLYN,11234,40.630806,-73.92331,"(40.630806, -73.92331)",AVENUE I                        ,EAST 55 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3905091,Sedan,,,,
05/17/2018,9:37,BROOKLYN,11234,40.628002,-73.918175,"(40.628002, -73.918175)",RALPH AVENUE                    ,EAST 72 STREET,,2,0,0,0,0,0,2,0,Following Too Closely,Turning Improperly,Following Too Closely,,,3906363,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,,
05/18/2018,13:15,BROOKLYN,11234,40.61115,-73.929184,"(40.61115, -73.929184)",AVENUE S                        ,RYDER STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3905092,Sedan,Sedan,,,
05/17/2018,17:15,BROOKLYN,11234,40.584812,-73.92705,"(40.584812, -73.92705)",,,3939      EMMONS AVENUE                 ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3902842,Station Wagon/Sport Utility Vehicle,,,,
05/17/2018,13:00,BROOKLYN,11234,40.60981,-73.92251,"(40.60981, -73.92251)",AVENUE U                        ,FLATBUSH AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3902647,Station Wagon/Sport Utility Vehicle,Sedan,,,
05/17/2018,13:50,BROOKLYN,11234,40.631794,-73.929276,"(40.631794, -73.929276)",,,1202      EAST 49 STREET                ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3905236,Sedan,Sedan,,,
05/17/2018,16:00,BROOKLYN,11234,40.60834,-73.93352,"(40.60834, -73.93352)",EAST 33 STREET                  ,AVENUE S,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,3921724,Station Wagon/Sport Utility Vehicle,Sedan,,,
05/16/2018,16:00,BROOKLYN,11234,40.615894,-73.92947,"(40.615894, -73.92947)",FLATBUSH AVENUE                 ,SCHENECTADY AVENUE,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3902646,Sedan,,,,
05/16/2018,15:25,BROOKLYN,11234,40.63032,-73.9213,"(40.63032, -73.9213)",FLATLANDS AVENUE                ,EAST 57 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3905217,Sedan,Bus,,,
05/16/2018,10:05,BROOKLYN,11234,40.632755,-73.92984,"(40.632755, -73.92984)",KINGS HIGHWAY                   ,AVENUE H,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3901992,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
05/04/2018,17:08,BROOKLYN,11234,40.63255,-73.93318,"(40.63255, -73.93318)",AVENUE H                        ,EAST 45 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3895941,Station Wagon/Sport Utility Vehicle,Sedan,,,
04/30/2018,16:10,BROOKLYN,11234,40.618904,-73.92774,"(40.618904, -73.92774)",,,4901      AVENUE N                      ,2,0,2,0,0,0,0,0,Backing Unsafely,,,,,3896414,Sedan,,,,
05/01/2018,7:05,BROOKLYN,11234,40.62871,-73.92597,"(40.62871, -73.92597)",,,1293      EAST 52 STREET                ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3891558,Station Wagon/Sport Utility Vehicle,Sedan,,,
04/28/2018,17:00,BROOKLYN,11234,40.619556,-73.91721,"(40.619556, -73.91721)",,,6301      AVENUE N                      ,1,0,0,0,0,0,1,0,Backing Unsafely,Unspecified,,,,3892169,Sedan,Sedan,,,
04/29/2018,11:19,BROOKLYN,11234,40.628002,-73.918175,"(40.628002, -73.918175)",RALPH AVENUE                    ,EAST 72 STREET,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3891339,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
05/11/2018,9:47,BROOKLYN,11234,40.61317,-73.91737,"(40.61317, -73.91737)",,,5704      AVENUE U                      ,0,0,0,0,0,0,0,0,Aggressive Driving/Road Rage,Unspecified,,,,3906393,Station Wagon/Sport Utility Vehicle,Sedan,,,
05/14/2018,15:20,BROOKLYN,11234,40.62287,-73.927315,"(40.62287, -73.927315)",,,2002      UTICA AVENUE                  ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3900982,Station Wagon/Sport Utility Vehicle,Sedan,,,
04/26/2018,14:30,BROOKLYN,11234,40.600777,-73.9126,"(40.600777, -73.9126)",,,2880      FLATBUSH AVENUE               ,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3891332,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
04/26/2018,13:29,BROOKLYN,11234,40.61964,-73.91578,"(40.61964, -73.91578)",VETERANS AVENUE                 ,EAST 64 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3891328,Sedan,Station Wagon/Sport Utility Vehicle,,,
05/15/2018,16:18,BROOKLYN,11234,40.61478,-73.91061,"(40.61478, -73.91061)",STRICKLAND AVENUE               ,EAST 64 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3901986,Station Wagon/Sport Utility Vehicle,Sedan,,,
05/09/2018,17:37,BROOKLYN,11234,40.609055,-73.93677,"(40.609055, -73.93677)",FILLMORE AVENUE                 ,EAST 31 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3897826,Convertible,Sedan,,,
04/26/2018,16:00,BROOKLYN,11234,40.632095,-73.91861,"(40.632095, -73.91861)",FLATLANDS AVENUE                ,RALPH AVENUE,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3889561,Station Wagon/Sport Utility Vehicle,TOW T,,,
05/10/2018,7:00,BROOKLYN,11234,40.592636,-73.90362,"(40.592636, -73.90362)",,,2900      FLATBUSH AVENUE               ,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3897854,Sedan,Sedan,,,
05/14/2018,13:15,BROOKLYN,11234,40.651863,-73.86577,"(40.651863, -73.86577)",ERSKINE STREET                  ,SHORE PARKWAY,,0,0,0,0,0,0,0,0,Unspecified,,,,,3900875,Sedan,Sedan,,,
05/11/2018,16:38,BROOKLYN,11234,40.633217,-73.92941,"(40.633217, -73.92941)",EAST 49 STREET                  ,KINGS HIGHWAY,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3900380,Pick-up Truck,Station Wagon/Sport Utility Vehicle,,,
04/26/2018,10:54,BROOKLYN,11234,40.61222,-73.918846,"(40.61222, -73.918846)",,,5602      AVENUE U                      ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3888690,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
04/28/2018,13:00,BROOKLYN,11234,,,,FLATBUSH AVENUE                 ,BELT PARKWAY,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3889656,Station Wagon/Sport Utility Vehicle,Sedan,,,
05/04/2018,18:53,BROOKLYN,11234,40.631535,-73.92822,"(40.631535, -73.92822)",,,1675      UTICA AVENUE                  ,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3895953,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
05/09/2018,5:30,BROOKLYN,11234,40.612785,-73.93101,"(40.612785, -73.93101)",FILLMORE AVENUE                 ,RYDER STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3898835,Sedan,,,,
04/22/2018,10:35,BROOKLYN,11234,40.62192,-73.936134,"(40.62192, -73.936134)",LOTT PLACE                      ,FLATBUSH AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3886799,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
04/25/2018,14:54,BROOKLYN,11234,40.613705,-73.92957,"(40.613705, -73.92957)",FILLMORE AVENUE                 ,COLEMAN STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3888569,Sedan,,,,
04/22/2018,0:34,BROOKLYN,11234,40.620815,-73.92707,"(40.620815, -73.92707)",,,2079      UTICA AVENUE                  ,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Unspecified,,,,3886928,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
05/06/2018,13:44,BROOKLYN,11234,40.611603,-73.91971,"(40.611603, -73.91971)",EAST 55 STREET                  ,AVENUE U,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3895949,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
05/09/2018,8:14,BROOKLYN,11234,40.621216,-73.93539,"(40.621216, -73.93539)",FLATBUSH AVENUE                 ,FLATLANDS AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4128848,Sedan,Convertible,,,
04/22/2018,16:00,BROOKLYN,11234,40.61957,-73.93355,"(40.61957, -73.93355)",FLATBUSH AVENUE                 ,AVENUE P,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3886940,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
04/30/2018,15:04,BROOKLYN,11234,40.61623,-73.90592,"(40.61623, -73.90592)",,,2269      EAST 69 STREET                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3891350,Sedan,Station Wagon/Sport Utility Vehicle,,,
05/04/2018,18:10,BROOKLYN,11234,40.613026,-73.92332,"(40.613026, -73.92332)",,,1871      EAST 53 STREET                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3895943,Sedan,Station Wagon/Sport Utility Vehicle,,,
